kegg,level_1,level_2,brite_name,BRITE_id,brite_level_1,brite_level_2
K04935,,,Ion channels [BR:ko04040],ko04040,Environmental Information Processing,Signaling molecules and interaction
K04934,,,Ion channels [BR:ko04040],ko04040,Environmental Information Processing,Signaling molecules and interaction
K07139,,,,unknown,,
K06344,,,,unknown,,
K02565,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K06867,,,,unknown,,
K06866,,,,unknown,,
K06865,,,,unknown,,
K06864,,,,unknown,,
K06863,Metabolism,Nucleotide metabolism,,,,
K06862,,,,unknown,,
K06861,Environmental Information Processing,Membrane transport,,,,
K06860,,,,unknown,,
K12659,Metabolism,Overview,,,,
K12658,Metabolism,Amino acid metabolism,,,,
K12651,Organismal Systems,Immune system,,,,
K12650,Organismal Systems,Immune system,,,,
K12657,Metabolism,Overview,,,,
K11874,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11870,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11871,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11872,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11873,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11879,,,Proteasome [BR:ko03051],ko03051,Genetic Information Processing,"Folding, sorting and degradation"
K15029,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K06091,Environmental Information Processing,Signal transduction,,,,
K15023,Metabolism,Overview,,,,
K15022,Metabolism,Overview,,,,
K15020,Metabolism,Overview,,,,
K15027,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K15026,,,Messenger RNA biogenesis [BR:ko03019],ko03019,Genetic Information Processing,Translation
K15024,Metabolism,Overview,,,,
K08700,,,,unknown,,
K08706,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K08147,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K09679,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10476,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K06158,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K10473,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K10471,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K08144,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K11306,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11307,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11304,Human Diseases,Infectious diseases,,,,
K11305,Cellular Processes,Cellular commiunity,,,,
K11303,Human Diseases,Substance dependence,,,,
K11308,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00137,Metabolism,Amino acid metabolism,,,,
K00135,Metabolism,Carbohydrate metabolism,,,,
K00134,Metabolism,Overview,,,,
K00133,Metabolism,Overview,,,,
K00132,Metabolism,Carbohydrate metabolism,,,,
K00131,Metabolism,Overview,,,,
K00130,Metabolism,Amino acid metabolism,,,,
K00139,Metabolism,Carbohydrate metabolism,,,,
K00138,Metabolism,Carbohydrate metabolism,,,,
K00428,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00420,Metabolism,Energy metabolism,,,,
K00423,Metabolism,Carbohydrate metabolism,,,,
K00422,Metabolism,Amino acid metabolism,,,,
K00425,Metabolism,Energy metabolism,,,,
K00427,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K00426,Metabolism,Energy metabolism,,,,
K14292,Genetic Information Processing,Translation,,,,
K15687,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15681,Metabolism,Metabolism of terpenoids and polyketides,,,,
K15680,Metabolism,Lipid metabolism,,,,
K14379,Cellular Processes,Transport and catabolism,,,,
K07136,,,,unknown,,
K14371,Metabolism,Metabolism of terpenoids and polyketides,,,,
K14372,Metabolism,Metabolism of terpenoids and polyketides,,,,
K14373,Metabolism,Metabolism of terpenoids and polyketides,,,,
K14374,Metabolism,Metabolism of terpenoids and polyketides,,,,
K14375,Metabolism,Metabolism of terpenoids and polyketides,,,,
K14376,Genetic Information Processing,Translation,,,,
K09845,Metabolism,Metabolism of terpenoids and polyketides,,,,
K14082,Metabolism,Overview,,,,
K14083,Metabolism,Overview,,,,
K14080,Metabolism,Overview,,,,
K14081,Metabolism,Overview,,,,
K14086,,,,unknown,,
K14087,,,,unknown,,
K14084,Metabolism,Overview,,,,
K14085,Metabolism,Overview,,,,
K14088,,,,unknown,,
K14089,,,,unknown,,
K04257,Organismal Systems,Sensory system,,,,
K04706,Genetic Information Processing,"Folding, sorting and degradation",,,,
K01551,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01556,Metabolism,Amino acid metabolism,,,,
K01557,Metabolism,Amino acid metabolism,,,,
K01555,Metabolism,Amino acid metabolism,,,,
K04708,Metabolism,Lipid metabolism,,,,
K04709,Metabolism,Lipid metabolism,,,,
K05076,Environmental Information Processing,Signal transduction,,,,
K08967,Metabolism,Amino acid metabolism,,,,
K13357,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13356,Metabolism,Lipid metabolism,,,,
K13355,Cellular Processes,Transport and catabolism,,,,
K13354,Cellular Processes,Transport and catabolism,,,,
K03954,Metabolism,Energy metabolism,,,,
K03955,Metabolism,Energy metabolism,,,,
K03952,Metabolism,Energy metabolism,,,,
K03953,Metabolism,Energy metabolism,,,,
K13689,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13688,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14447,Metabolism,Overview,,,,
K13680,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13683,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13682,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13684,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02399,Cellular Processes,Cell motility,,,,
K02398,Cellular Processes,Cell motility,,,,
K02395,,,Bacterial motility proteins [BR:ko02035],ko02035,Cellular Processes,Cell motility
K02394,Cellular Processes,Cell motility,,,,
K02397,Cellular Processes,Cell motility,,,,
K02396,Cellular Processes,Cell motility,,,,
K02391,Cellular Processes,Cell motility,,,,
K02390,Cellular Processes,Cell motility,,,,
K02393,Cellular Processes,Cell motility,,,,
K02392,Cellular Processes,Cell motility,,,,
K09846,Metabolism,Metabolism of terpenoids and polyketides,,,,
K13533,Environmental Information Processing,Signal transduction,,,,
K13532,Environmental Information Processing,Signal transduction,,,,
K13531,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13530,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13537,Human Diseases,Infectious diseases,,,,
K13535,Metabolism,Lipid metabolism,,,,
K04705,Environmental Information Processing,Signal transduction,,,,
K04255,,,G protein-coupled receptors [BR:ko04030],ko04030,Environmental Information Processing,Signaling molecules and interaction
K05659,Environmental Information Processing,Membrane transport,,,,
K05658,Environmental Information Processing,Membrane transport,,,,
K05655,Environmental Information Processing,Membrane transport,,,,
K05654,Environmental Information Processing,Membrane transport,,,,
K05657,Environmental Information Processing,Membrane transport,,,,
K02600,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K14057,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K02606,Cellular Processes,Cell growth and death,,,,
K12330,Cellular Processes,Cell motility,,,,
K12331,Organismal Systems,Circulatory system,,,,
K05653,Environmental Information Processing,Membrane transport,,,,
K12338,Metabolism,Biosynthesis of other secondary metabolites,,,,
K12339,Metabolism,Overview,,,,
K14060,,,,unknown,,
K11682,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11681,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11680,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11687,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11686,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11685,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11684,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11689,Environmental Information Processing,Signal transduction,,,,
K11688,Environmental Information Processing,Signal transduction,,,,
K13825,,,,unknown,,
K08810,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03048,Metabolism,Nucleotide metabolism,,,,
K03049,Metabolism,Nucleotide metabolism,,,,
K13821,Metabolism,Amino acid metabolism,,,,
K13820,Cellular Processes,Cell motility,,,,
K13823,Human Diseases,Infectious diseases,,,,
K08811,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03042,Metabolism,Nucleotide metabolism,,,,
K03043,Metabolism,Nucleotide metabolism,,,,
K03040,Metabolism,Nucleotide metabolism,,,,
K03041,Metabolism,Nucleotide metabolism,,,,
K03046,Metabolism,Nucleotide metabolism,,,,
K08812,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03044,Metabolism,Nucleotide metabolism,,,,
K03045,Metabolism,Nucleotide metabolism,,,,
K06672,Cellular Processes,Cell growth and death,,,,
K06673,Cellular Processes,Cell growth and death,,,,
K06670,Cellular Processes,Cell growth and death,,,,
K06671,Cellular Processes,Cell growth and death,,,,
K06676,Cellular Processes,Cell growth and death,,,,
K06677,Cellular Processes,Cell growth and death,,,,
K06674,Cellular Processes,Cell growth and death,,,,
K00349,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06678,Cellular Processes,Cell growth and death,,,,
K06679,Cellular Processes,Cell growth and death,,,,
K08815,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12488,Cellular Processes,Transport and catabolism,,,,
K12489,Cellular Processes,Transport and catabolism,,,,
K12484,Cellular Processes,Transport and catabolism,,,,
K12485,Cellular Processes,Transport and catabolism,,,,
K12486,Cellular Processes,Transport and catabolism,,,,
K12487,Cellular Processes,Transport and catabolism,,,,
K12480,Cellular Processes,Transport and catabolism,,,,
K12481,Cellular Processes,Transport and catabolism,,,,
K12482,Cellular Processes,Transport and catabolism,,,,
K12483,Cellular Processes,Transport and catabolism,,,,
K11469,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11465,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K00340,Metabolism,Energy metabolism,,,,
K00638,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00639,Metabolism,Amino acid metabolism,,,,
K00693,Metabolism,Carbohydrate metabolism,,,,
K00634,Metabolism,Carbohydrate metabolism,,,,
K00637,Metabolism,Lipid metabolism,,,,
K00631,Metabolism,Lipid metabolism,,,,
K00632,Metabolism,Overview,,,,
K00633,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00691,Metabolism,Carbohydrate metabolism,,,,
K06499,,,Exosome [BR:ko04147],ko04147,Cellular Processes,Transport and catabolism
K00696,Metabolism,Carbohydrate metabolism,,,,
K06494,Environmental Information Processing,Signal transduction,,,,
K06495,Environmental Information Processing,Signaling molecules and interaction,,,,
K06491,Environmental Information Processing,Signaling molecules and interaction,,,,
K00346,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00695,Metabolism,Carbohydrate metabolism,,,,
K07811,Environmental Information Processing,Signal transduction,,,,
K07810,Environmental Information Processing,Signal transduction,,,,
K07813,Environmental Information Processing,Signal transduction,,,,
K07812,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07814,,,Two-component system [BR:ko02022],ko02022,Environmental Information Processing,Signal transduction
K07816,Metabolism,Nucleotide metabolism,,,,
K07819,Metabolism,Glycan biosynthesis and metabolism,,,,
K00090,Metabolism,Carbohydrate metabolism,,,,
K00091,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00094,Metabolism,Carbohydrate metabolism,,,,
K00096,Metabolism,Lipid metabolism,,,,
K00097,Metabolism,Metabolism of cofactors and vitamins,,,,
K00098,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00099,Metabolism,Metabolism of terpenoids and polyketides,,,,
K10228,Environmental Information Processing,Membrane transport,,,,
K10229,Environmental Information Processing,Membrane transport,,,,
K12548,,,,unknown,,
K10222,Metabolism,Overview,,,,
K10220,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K10227,Environmental Information Processing,Membrane transport,,,,
K05822,Metabolism,Overview,,,,
K01948,Metabolism,Overview,,,,
K01945,Metabolism,Nucleotide metabolism,,,,
K01947,Metabolism,Metabolism of cofactors and vitamins,,,,
K01941,Metabolism,Amino acid metabolism,,,,
K01940,Metabolism,Overview,,,,
K01942,Metabolism,Metabolism of cofactors and vitamins,,,,
K05821,Metabolism,Amino acid metabolism,,,,
K07729,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07728,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07727,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07726,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07724,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07723,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07722,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07721,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K07720,Environmental Information Processing,Signal transduction,,,,
K00898,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00899,Metabolism,Amino acid metabolism,,,,
K05824,Metabolism,Overview,,,,
K00891,Metabolism,Overview,,,,
K00892,Metabolism,Nucleotide metabolism,,,,
K00893,Metabolism,Nucleotide metabolism,,,,
K00894,Metabolism,Lipid metabolism,,,,
K00895,Metabolism,Carbohydrate metabolism,,,,
K00897,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04392,Environmental Information Processing,Signal transduction,,,,
K13358,Organismal Systems,Excretory system,,,,
K08508,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10171,,,Cellular antigens [BR:ko04090],ko04090,Environmental Information Processing,Signaling molecules and interaction
K15765,Metabolism,Overview,,,,
K14058,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K07391,,,,unknown,,
K14408,Genetic Information Processing,Translation,,,,
K14158,Organismal Systems,Digestive system,,,,
K14407,Genetic Information Processing,Translation,,,,
K10372,,,Cytoskeleton proteins [BR:ko04812],ko04812,Cellular Processes,Cell motility
K01839,Metabolism,Carbohydrate metabolism,,,,
K08153,,,KEGG modules [BR:ko00002],ko00002,,
K01838,Metabolism,Carbohydrate metabolism,,,,
K14405,Genetic Information Processing,Translation,,,,
K08155,Organismal Systems,Nervous system,,,,
K14403,Genetic Information Processing,Translation,,,,
K02948,Genetic Information Processing,Translation,,,,
K05669,Environmental Information Processing,Membrane transport,,,,
K14400,Genetic Information Processing,Translation,,,,
K02940,Genetic Information Processing,Translation,,,,
K05661,Environmental Information Processing,Membrane transport,,,,
K02942,Genetic Information Processing,Translation,,,,
K05663,Environmental Information Processing,Membrane transport,,,,
K02944,Genetic Information Processing,Translation,,,,
K02945,Genetic Information Processing,Translation,,,,
K02946,Genetic Information Processing,Translation,,,,
K02947,Genetic Information Processing,Translation,,,,
K15529,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01769,Metabolism,Nucleotide metabolism,,,,
